Iris-setosa	5.4671745	4.4	3.0	1.3	0.2	1.35	1.25	1.075	1.05	
Iris-setosa	5.9548297	5.1	3.4	1.5	0.2	1.525	1.35	1.125	1.05	
Iris-setosa	5.901695	5.0	3.5	1.3	0.3	1.5	1.375	1.075	1.075	
Iris-setosa	5.3777323	4.5	2.3	1.3	0.3	1.375	1.075	1.075	1.075	
Iris-setosa	5.507268	4.4	3.2	1.3	0.2	1.35	1.3	1.075	1.05	
Iris-setosa	5.6364884	5.0	3.5	1.6	0.6	1.5	1.375	1.15	1.15	
Iris-setosa	5.8497863	5.1	3.8	1.9	0.4	1.525	1.45	1.225	1.1	
Iris-setosa	5.6293874	4.8	3.0	1.4	0.3	1.45	1.25	1.1	1.075	
Iris-setosa	6.037383	5.1	3.8	1.6	0.2	1.525	1.45	1.15	1.05	
Iris-setosa	5.60357	4.6	3.2	1.4	0.2	1.4	1.3	1.1	1.05	
Iris-setosa	6.1700892	5.3	3.7	1.5	0.2	1.575	1.425	1.125	1.05	
Iris-setosa	5.8898215	5.0	3.3	1.4	0.2	1.5	1.325	1.1	1.05	
Iris-versicolor	6.862215	7.0	3.2	4.7	1.4	2.0	1.3	1.925	1.35	
Iris-versicolor	6.2529993	6.4	3.2	4.5	1.5	1.85	1.3	1.875	1.375	
Iris-versicolor	6.7734776	6.9	3.1	4.9	1.5	1.975	1.275	1.975	1.375	
Iris-versicolor	5.350701	5.5	2.3	4.0	1.3	1.625	1.075	1.75	1.325	
Iris-versicolor	6.3007936	6.5	2.8	4.6	1.5	1.875	1.2	1.9	1.375	
Iris-versicolor	5.680669	5.7	2.8	4.5	1.3	1.675	1.2	1.875	1.325	
Iris-versicolor	6.1991935	6.3	3.3	4.7	1.6	1.825	1.325	1.925	1.4	
Iris-versicolor	4.9457054	4.9	2.4	3.3	1.0	1.475	1.1	1.575	1.25	
Iris-versicolor	6.4822836	6.6	2.9	4.6	1.3	1.9	1.225	1.9	1.325	
Iris-versicolor	5.0695167	5.2	2.7	3.9	1.4	1.55	1.175	1.725	1.35	
Iris-versicolor	5.0249376	5.0	2.0	3.5	1.0	1.5	1.0	1.625	1.25	
Iris-versicolor	5.7183914	5.9	3.0	4.2	1.5	1.725	1.25	1.8	1.375	
Iris-versicolor	5.9194593	6.0	2.2	4.0	1.0	1.75	1.05	1.75	1.25	
Iris-versicolor	6.0390396	6.1	2.9	4.7	1.4	1.775	1.225	1.925	1.35	
Iris-versicolor	5.442426	5.6	2.9	3.6	1.3	1.65	1.225	1.65	1.325	
Iris-versicolor	6.5130634	6.7	3.1	4.4	1.4	1.925	1.275	1.85	1.35	
Iris-versicolor	5.537147	5.6	3.0	4.5	1.5	1.65	1.25	1.875	1.375	
Iris-versicolor	5.8086143	5.8	2.7	4.1	1.0	1.7	1.175	1.775	1.25	
Iris-versicolor	5.964897	6.2	2.2	4.5	1.5	1.8	1.05	1.875	1.375	
Iris-versicolor	5.5344377	5.6	2.5	3.9	1.1	1.65	1.125	1.725	1.275	
Iris-versicolor	5.7905097	5.9	3.2	4.8	1.8	1.725	1.3	1.95	1.45	
Iris-versicolor	5.9110065	6.1	2.8	4.0	1.3	1.775	1.2	1.75	1.325	
Iris-versicolor	6.1806154	6.3	2.5	4.9	1.5	1.825	1.125	1.975	1.375	
Iris-versicolor	6.1139183	6.1	2.8	4.7	1.2	1.775	1.2	1.925	1.3	
Iris-versicolor	6.2409935	6.4	2.9	4.3	1.3	1.85	1.225	1.825	1.325	
Iris-versicolor	6.409368	6.6	3.0	4.4	1.4	1.9	1.25	1.85	1.35	
Iris-versicolor	6.654322	6.8	2.8	4.8	1.4	1.95	1.2	1.95	1.35	
Iris-versicolor	6.5406423	6.7	3.0	5.0	1.7	1.925	1.25	2.0	1.425	
Iris-versicolor	5.857474	6.0	2.9	4.5	1.5	1.75	1.225	1.875	1.375	
Iris-versicolor	5.6302752	5.7	2.6	3.5	1.0	1.675	1.15	1.625	1.25	
Iris-versicolor	5.4277067	5.5	2.4	3.8	1.1	1.625	1.1	1.7	1.275	
Iris-versicolor	5.468089	5.5	2.4	3.7	1.0	1.625	1.1	1.675	1.25	
Iris-versicolor	5.672742	5.8	2.7	3.9	1.2	1.7	1.175	1.725	1.3	
Iris-versicolor	5.9715996	6.0	2.7	5.1	1.6	1.75	1.175	2.025	1.4	
Iris-versicolor	5.3721504	5.4	3.0	4.5	1.5	1.6	1.25	1.875	1.375	
Iris-versicolor	5.9135437	6.0	3.4	4.5	1.6	1.75	1.35	1.875	1.4	
Iris-versicolor	6.545227	6.7	3.1	4.7	1.5	1.925	1.275	1.925	1.375	
Iris-versicolor	6.1180067	6.3	2.3	4.4	1.3	1.825	1.075	1.85	1.325	
Iris-versicolor	5.537147	5.6	3.0	4.1	1.3	1.65	1.25	1.775	1.325	
Iris-versicolor	5.3656316	5.5	2.5	4.0	1.3	1.625	1.125	1.75	1.325	
Iris-versicolor	5.5145264	5.5	2.6	4.4	1.2	1.625	1.15	1.85	1.3	
Iris-versicolor	6.027437	6.1	3.0	4.6	1.4	1.775	1.25	1.9	1.35	
Iris-versicolor	5.678028	5.8	2.6	4.0	1.2	1.7	1.15	1.75	1.3	
Iris-versicolor	5.0179677	5.0	2.3	3.3	1.0	1.5	1.075	1.575	1.25	
Iris-versicolor	5.5118055	5.6	2.7	4.2	1.3	1.65	1.175	1.8	1.325	
Iris-versicolor	5.6894636	5.7	3.0	4.2	1.2	1.675	1.25	1.8	1.3	
Iris-versicolor	5.6240554	5.7	2.9	4.2	1.3	1.675	1.225	1.8	1.325	
Iris-versicolor	6.0687723	6.2	2.9	4.3	1.3	1.8	1.225	1.825	1.325	
Iris-versicolor	5.046781	5.1	2.5	3.0	1.1	1.525	1.125	1.5	1.275	
Iris-versicolor	5.588381	5.7	2.8	4.1	1.3	1.675	1.2	1.775	1.325	
Iris-virginica	6.3427124	6.3	3.3	6.0	2.5	2.825	2.325	3.25	2.625	
Iris-virginica	5.687706	5.8	2.7	5.1	1.9	1.7	1.175	2.025	1.475	
Iris-virginica	7.0306473	7.1	3.0	5.9	2.1	3.025	2.25	3.225	2.525	
Iris-virginica	6.363961	6.3	2.9	5.6	1.8	1.825	1.225	2.15	1.45	
Iris-virginica	6.506151	6.5	3.0	5.8	2.2	1.875	1.25	2.2	1.55	
Iris-virginica	7.1224995	7.6	3.0	6.6	2.1	3.15	2.25	3.4	2.525	
Iris-virginica	4.7958317	4.9	2.5	4.5	1.7	1.475	1.125	1.875	1.425	
Iris-virginica	7.336893	7.3	2.9	6.3	1.8	3.075	2.225	3.325	2.45	
Iris-virginica	6.739436	6.7	2.5	5.8	1.8	1.925	1.125	2.2	1.45	
Iris-virginica	6.454456	7.2	3.6	6.1	2.5	3.05	2.4	3.275	2.625	
Iris-virginica	6.332456	6.5	3.2	5.1	2.0	1.875	1.3	2.025	1.5	
Iris-virginica	6.272958	6.4	2.7	5.3	1.9	1.85	1.175	2.075	1.475	
Iris-virginica	6.670832	6.8	3.0	5.5	2.1	1.95	1.25	2.125	1.525	
Iris-virginica	5.5081754	5.7	2.5	5.0	2.0	1.675	1.125	2.0	1.5	
Iris-virginica	5.5362444	5.8	2.8	5.1	2.4	1.7	1.2	2.025	1.6	
Iris-virginica	6.2273593	6.4	3.2	5.3	2.3	1.85	1.3	2.075	1.575	
Iris-virginica	6.5069194	6.5	3.0	5.5	1.8	1.875	1.25	2.125	1.45	
Iris-virginica	6.7720013	7.7	3.8	6.7	2.2	3.175	2.45	3.425	2.55	
Iris-virginica	7.165891	7.7	2.6	6.9	2.3	3.175	2.15	3.475	2.575	
Iris-virginica	5.940539	6.0	2.2	5.0	1.5	1.75	1.05	2.0	1.375	
Iris-virginica	6.7549977	6.9	3.2	5.7	2.3	2.975	2.3	3.175	2.575	
Iris-virginica	5.4230986	5.6	2.8	4.9	2.0	1.65	1.2	1.975	1.5	
Iris-virginica	7.322568	7.7	2.8	6.7	2.0	3.175	2.2	3.425	2.5	
Iris-virginica	6.0852284	6.3	2.7	4.9	1.8	1.825	1.175	1.975	1.45	
Iris-virginica	6.714164	6.7	3.3	5.7	2.1	1.925	1.325	2.175	1.525	
Iris-virginica	7.219418	7.2	3.2	6.0	1.8	3.05	2.3	3.25	2.45	
Iris-virginica	5.9799666	6.2	2.8	4.8	1.8	1.8	1.2	1.95	1.45	
Iris-virginica	5.9548297	6.1	3.0	4.9	1.8	1.775	1.25	1.975	1.45	
Iris-virginica	6.3379807	6.4	2.8	5.6	2.1	1.85	1.2	2.15	1.525	
Iris-virginica	7.2828565	7.2	3.0	5.8	1.6	2.05	1.25	2.2	1.4	
Iris-virginica	7.3498297	7.4	2.8	6.1	1.9	3.1	2.2	3.275	2.475	
Iris-virginica	7.0434365	7.9	3.8	6.4	2.0	3.225	2.45	3.35	2.5	
Iris-virginica	6.3087244	6.4	2.8	5.6	2.2	1.85	1.2	2.15	1.55	
Iris-virginica	6.2761455	6.3	2.8	5.1	1.5	1.825	1.2	2.025	1.375	
Iris-virginica	6.3158526	6.1	2.6	5.6	1.4	1.775	1.15	2.15	1.35	
Iris-virginica	7.0420165	7.7	3.0	6.1	2.3	3.175	2.25	3.275	2.575	
Iris-virginica	6.274552	6.3	3.4	5.6	2.4	1.825	1.35	2.15	1.6	
Iris-virginica	6.4389443	6.4	3.1	5.5	1.8	1.85	1.275	2.125	1.45	
Iris-virginica	5.837808	6.0	3.0	4.8	1.8	1.75	1.25	1.95	1.45	
Iris-virginica	6.7372103	6.9	3.1	5.4	2.1	1.975	1.275	2.1	1.525	
Iris-virginica	6.5589633	6.7	3.1	5.6	2.4	1.925	1.275	2.15	1.6	
Iris-virginica	6.581793	6.9	3.1	5.1	2.3	1.975	1.275	2.025	1.575	
Iris-virginica	5.687706	5.8	2.7	5.1	1.9	1.7	1.175	2.025	1.475	
Iris-virginica	6.691786	6.8	3.2	5.9	2.3	2.95	2.3	3.225	2.575	
Iris-virginica	6.4899926	6.7	3.3	5.7	2.5	2.925	2.325	3.175	2.625	
Iris-virginica	6.42028	6.7	3.0	5.2	2.3	1.925	1.25	2.05	1.575	
Iris-virginica	6.062178	6.3	2.5	5.0	1.9	1.825	1.125	2.0	1.475	
Iris-virginica	6.3316665	6.5	3.0	5.2	2.0	1.875	1.25	2.05	1.5	
Iris-virginica	6.1359596	6.2	3.4	5.4	2.3	1.8	1.35	2.1	1.575	
Iris-virginica	5.8532043	5.9	3.0	5.1	1.8	1.725	1.25	2.025	1.45	
